cocktail.name,ingredient,measure,row
bombay cocktail,triple sec,1.85,9834
bombay cocktail,anis,0.925,9835
bolero,apple brandy,22.125,9836
bolero,light rum,44.25,9837
bolero,sweet vermouth,0.925,9838
boilermaker,whiskey,59,9839
boilermaker,beer,295,9840
body shot,vodka,29.5,9841
body shot,sugar,10,9842
body shot,lemon,10,9843
bobby cocktail,orange juice,10,9844
bobby cocktail,lemon juice,10,9845
bobby cocktail,sugar syrup,3.7,9846
bobby cocktail,cream,60,9847
bobby burns cocktail,sweet vermouth,44.25,9848
bobby burns cocktail,scotch,44.25,9849
bobby burns cocktail,benedictine,4.625,9850
bobby burns cocktail,lemon peel,15,9851
bob marley,midori melon liqueur,14.75,9852
bob marley,jägermeister,14.75,9853
bob marley,goldschlager,14.75,9854
bob's moscow mule,vodka,59,9855
bob's moscow mule,ginger ale,236,9856
boat drink,spiced rum,59,9857
boat drink,tonic water,37,9858
boat drink,lime,4730,9859
bluesberry cooler,club soda,177,9860
bluesberry cooler,blueberry schnapps,29.5,9861
bluesberry cooler,orange juice,3.7,9862
bluebird,gin,44.25,9863
bluebird,triple sec,14.75,9864
bluebird,blue curacao,14.75,9865
bluebird,bitters,1.8,9866
bluebird,maraschino cherry,10,9867
bluebird,lemon peel,15,9868
blueberry tea,amaretto,29.5,9869
blueberry tea,grand marnier,29.5,9870
blueberry tea,tea,100,9871
blue smurf piss,jägermeister,5.9,9872
blue smurf piss,151 proof rum,5.9,9873
blue smurf piss,rumple minze,5.9,9874
blue smurf piss,goldschlager,5.9,9875
blue smurf piss,blue curacao,5.9,9876
blue shark,vodka,22.125,9877
blue shark,tequila,14.75,9878
blue shark,blue curacao,9,9879
blue polarbear,vodka,29.5,9880
blue polarbear,peppermint schnapps,29.5,9881
blue polarbear,ice,9,9882
blue nut,malibu rum,14.75,9883
blue nut,blue curacao,7.375,9884
blue nut,pineapple juice,14.75,9885
blue mountain,añejo rum,44.25,9886
blue mountain,tia maria,14.75,9887
blue mountain,vodka,14.75,9888
blue mountain,orange juice,29.5,9889
blue mountain,lemon juice,3.7,9890
blue margarita,tequila,44.25,9891
blue margarita,blue curacao,29.5,9892
blue margarita,lime juice,29.5,9893
blue margarita,salt,100,9894
blue lemonade,water,20,9895
blue lemonade,kool-aid,10,9896
blue lemonade,blue curacao,59,9897
blue lemonade,vodka,88.5,9898
blue lagoon,vodka,29.5,9899
blue lagoon,blue curacao,29.5,9900
blue lagoon,lemonade,100,9901
blue lagoon,cherry,100,9902
blue kisok,blue curacao,14.75,9903
blue kisok,vodka,7.375,9904
blue kisok,lime juice,11.1,9905
blue kisok,sprite,4730,9906
blue iguana,ice,100,9907
blue iguana,tang,100,9908
blue iguana,vodka,7570,9909
blue hawaiian,light rum,29.5,9910
blue hawaiian,pineapple juice,59,9911
blue hawaiian,blue curacao,29.5,9912
blue hawaiian,cream of coconut,29.5,9913
blue hawaiian,pineapple,10,9914
blue hawaiian,cherry,10,9915
blue dog,vodka,59,9916
blue dog,grapefruit juice,147.5,9917
blue devil cocktail,gin,29.5,9918
blue devil cocktail,lemon,5,9919
blue devil cocktail,maraschino liqueur,11.1,9920
blue devil cocktail,blue curacao,1.85,9921
blue cowboy,ice,100,9922
blue cowboy,gin,44.25,9923
blue cowboy,blue curacao,14.75,9924
blue blazer,whisky,59,9925
blue blazer,water,177,9926
blue bay,blue curacao,29.5,9927
blue bay,bitter lemon,59,9928
blue bay,ice,120,9929
blue banana,creme de banane,59,9930
blue banana,blue curacao,59,9931
blue balls,blue curacao,14.75,9932
blue balls,malibu rum,14.75,9933
blue balls,peach schnapps,14.75,9934
blue balls,sweet and sour,7.375,9935
blue balls,sprite,9,9936
blow job #4,green creme de menthe,30,9937
blow job #4,bailey's irish cream,15,9938
blow job #3,kahlua,100,9939
blow job #3,bailey's irish cream,100,9940
blow job #3,whipped cream,100,9941
blow job #2,butterscotch schnapps,14.75,9942
blow job #2,irish cream,14.75,9943
blow job #2,whipped cream,100,9944
blow job #1,amaretto,44.25,9945
blow job #1,whipping cream,100,9946
bloody o.j.,bourbon,29.5,9947
bloody o.j.,orange juice,29.5,9948
bloody o.j.,tomato juice,29.5,9949
bloody o.j.,soda water,0.9,9950
bloody o.j.,ice,24,9951
bloody mary,vodka,44.25,9952
bloody mary,tomato juice,88.5,9953
bloody mary,lemon juice,0.9,9954
bloody mary,worcestershire sauce,1.85,9955
bloody mary,tabasco sauce,20,9956
bloody mary,lime,10,9957
bloody maria,tequila,29.5,9958
bloody maria,tomato juice,59,9959
bloody maria,lemon juice,0.9,9960
bloody maria,tabasco sauce,0.9,9961
bloody maria,celery salt,0.9,9962
bloody maria,lemon,10,9963
bloody bull,vodka,29.5,9964
bloody bull,tomato juice,236.5,9965
bloody bull,beef bouillon,236.5,9966
bloody bull,lime,10,9967
bloody bull,lemon,10,9968
bloody brain,peach schnapps,22.125,9969
bloody brain,bailey's irish cream,100,9970
bloody brain,grenadine,100,9971
bloodhound cocktail,sweet vermouth,14.75,9972
bloodhound cocktail,dry vermouth,14.75,9973
bloodhound cocktail,gin,29.5,9974
bloodhound cocktail,strawberries,30,9975
blood of satan,jägermeister,29.5,9976
blood of satan,goldschlager,29.5,9977
blood of satan,irish whiskey,29.5,9978
blood of satan,jack daniels,29.5,9979
blood clot #2,cointreau,29.5,9980
blood clot #2,advocaat,100,9981
blood clot #1,southern comfort,29.5,9982
blood clot #1,grenadine,14.75,9983
blood clot #1,7-up,100,9984
blonde smoothie,vanilla ice-cream,1892.5,9985
blonde smoothie,white wine,7500,9986
blonde smoothie,fruit cocktail,355,9987
bloated bag of monkey spunk,rum,29.5,9988
bloated bag of monkey spunk,peach schnapps,29.5,9989
bloated bag of monkey spunk,grand marnier,14.75,9990
bloated bag of monkey spunk,pineapple juice,29.5,9991
bloated bag of monkey spunk,orange juice,29.5,9992
blitz,tequila,4.91666666666667,9993
blitz,triple sec,4.91666666666667,9994
blitz,southern comfort,4.91666666666667,9995
blitz,grenadine,4.91666666666667,9996
blitz,lemon juice,4.91666666666667,9997
blitz,orange juice,4.91666666666667,9998
blinder,scotch,59,9999
blinder,grapefruit juice,147.5,10000
blinder,grenadine,3.7,10001
blind russian,bailey's irish cream,22.125,10002
blind russian,godiva liqueur,22.125,10003
blind russian,kahlua,22.125,10004
blind russian,butterscotch schnapps,14.75,10005
blind russian,milk,100,10006
blimey,scotch,59,10007
blimey,lime juice,14.75,10008
blimey,sugar,1.85,10009
bleeding surgeon,dark rum,29.5,10010
bleeding surgeon,orange,10,10011
bleeding surgeon,surge,236.5,10012
bleeding surgeon,cranberry juice,236.5,10013
blarney stone cocktail,irish whiskey,59,10014
blarney stone cocktail,anis,1.85,10015
blarney stone cocktail,triple sec,1.85,10016
blarney stone cocktail,maraschino liqueur,0.925,10017
blarney stone cocktail,orange peel,150,10018
blarney stone cocktail,olive,10,10019
blackthorn,sweet vermouth,29.5,10020
blackthorn,sloe gin,44.25,10021
blackthorn,lemon peel,15,10022
blackjack margarita,tequila,44.25,10023
blackjack margarita,triple sec,14.75,10024
blackjack margarita,chambord raspberry liqueur,14.75,10025
blackjack margarita,lime juice,118,10026
blackjack #2,brandy,14.75,10027
blackjack #2,kirschwasser,29.5,10028
blackjack #2,coffee,29.5,10029
blackjack #1,scotch,44.25,10030
blackjack #1,kahlua,29.5,10031
blackjack #1,triple sec,14.75,10032
blackjack #1,lemon juice,14.75,10033
blackbeard,spiced rum,29.5,10034
blackbeard,root beer schnapps,29.5,10035
blackbeard,pepsi cola,100,10036
black watch,kahlua,44.25,10037
black watch,scotch,44.25,10038
black watch,soda water,9,10039
black velvet,stout,147.5,10040
black velvet,champagne,147.5,10041
black swedish virgin,blackberry schnapps,7.375,10042
black swedish virgin,absolut vodka,14.75,10043
black swedish virgin,cranberry juice,7.375,10044
black swedish virgin,7-up,3.7,10045
black stripe cold,dark rum,59,10046
black stripe cold,molasses,14.75,10047
black stripe cold,honey,3.7,10048
black stripe cold,water,29.5,10049
black stripe cold,ice,100,10050
black russian #2,vodka,30,10051
black russian #2,coffee liqueur,30,10052
black russian #2,coca-cola,150,10053
black russian,coffee liqueur,22.125,10054
black russian,vodka,44.25,10055
black river,vodka,20,10056
black river,aquavit,10,10057
black river,kahlua,10,10058
black river,sprite,100,10059
black river,soda water,100,10060
black river,lime juice,20,10061
black pagoda,brandy,44.25,10062
black pagoda,sweet vermouth,14.75,10063
black pagoda,dry vermouth,14.75,10064
black pagoda,triple sec,7.4,10065
black orchid,blue curacao,29.5,10066
black orchid,dark rum,29.5,10067
black orchid,grenadine,0.9,10068
black monday,dark rum,29.5,10069
black monday,black sambuca,14.75,10070
black monday,cherry brandy,3.7,10071
black monday,lemon juice,14.75,10072
black martini #2,vodka,132.75,10073
black martini #2,chambord raspberry liqueur,59,10074
black martini #2,blue curacao,29.5,10075
black martini #2,ice,100,10076
black martini #1,gin,19.6666666666667,10077
black martini #1,black sambuca,9.83333333333333,10078
black maria,coffee brandy,59,10079
black maria,light rum,59,10080
black maria,coffee,118,10081
black maria,powdered sugar,7.4,10082
black magic,vodka,44.25,10083
black magic,coffee liqueur,22.125,10084
black magic,lemon juice,100,10085
black jack wv,yukon jack,29.5,10086
black jack wv,chambord raspberry liqueur,7.375,10087
black jack wv,sour mix,14.75,10088
black jack wv,7-up,37,10089
black irish,irish whiskey,88.5,10090
black irish,kahlua,29.5,10091
black irish,maraschino cherry,10,10092
black irish,ice,100,10093
black hawk,blended whiskey,36.875,10094
black hawk,sloe gin,36.875,10095
black hawk,cherry,10,10096
black gold,jägermeister,22.125,10097
black gold,goldschlager,22.125,10098
black forest shake,ice,120,10099
black forest shake,chocolate syrup,100,10100
black forest shake,cherry brandy,100,10101
black forest shake,vodka,100,10102
black forest shake,milk,100,10103
black devil,dry vermouth,14.75,10104
black devil,light rum,59,10105
black devil,olive,10,10106
black baltimore,brandy,59,10107
black baltimore,black sambuca,29.5,10108
black baltimore,egg white,10,10109
black army,galliano,30,10110
black army,jägermeister,30,10111
black and white,kahlua,30,10112
black and white,milk,30,10113
black and brown,guinness stout,5,10114
black and brown,root beer,5,10115
black & tan,ale,29.5,10116
black & tan,guinness stout,29.5,10117
black & blue berries,blueberries,171.333333333333,10118
black & blue berries,blackberries,85.6666666666667,10119
black & blue berries,soda water,257,10120
black & blue berries,honey,22.2,10121
black & blue berries,lemon juice,3.7,10122
bjorns moscow mule,vodka,60,10123
bjorns moscow mule,lemon juice,30,10124
bjorns moscow mule,ginger ale,100,10125
bitter lime,lemon gin,59,10126
bitter lime,gatorade,118,10127
bitter lime,lime juice,22.2,10128
bite of the iguana,tequila,29.5,10129
bite of the iguana,triple sec,22.125,10130
bite of the iguana,vodka,14.75,10131
bite of the iguana,orange juice,51.625,10132
bite of the iguana,sour mix,51.625,10133
bite of the iguana,7-up,3.7,10134
bitchin' apple cider,goldschlager,29.5,10135
bitchin' apple cider,apple juice,88.5,10136
bitch-on-wheels,gin,59,10137
bitch-on-wheels,dry vermouth,14.75,10138
bitch-on-wheels,white creme de menthe,14.75,10139
bitch-on-wheels,pernod,3.7,10140
bit of russiaan honey,vodka,59,10141
bit of russiaan honey,butterscotch schnapps,29.5,10142
bit of russiaan honey,kahlua,29.5,10143
bit of russiaan honey,bailey's irish cream,29.5,10144
bit of russiaan honey,cream,100,10145
bishop,lemon,2.5,10146
bishop,orange,2.5,10147
bishop,powdered sugar,3.7,10148
bishop,red wine,100,10149
bingo,vodka,20,10150
bingo,mandarine napoleon,20,10151
bingo,fruit syrup,20,10152
bingo,soda water,100,10153
billy taylor,gin,59,10154
billy taylor,lime,5,10155
billy taylor,carbonated water,100,10156
bikini,light rum,29.5,10157
bikini,vodka,59,10158
bikini,milk,14.75,10159
bikini,sugar,3.7,10160
bikini,lemon,5,10161
bikini,lemon peel,150,10162
bijou cocktail,sweet vermouth,22.125,10163
bijou cocktail,gin,22.125,10164
bijou cocktail,green chartreuse,22.125,10165
bijou cocktail,orange bitters,0.9,10166
bijou cocktail,cherry,10,10167
bigger better blue lagoon,malibu rum,29.5,10168
bigger better blue lagoon,light rum,29.5,10169
bigger better blue lagoon,peach schnapps,29.5,10170
bigger better blue lagoon,blue curacao,29.5,10171
bigger better blue lagoon,cherry,10,10172
bigger better blue lagoon,pineapple juice,59,10173
big stick,sloe gin,14.75,10174
big stick,southern comfort,14.75,10175
big stick,peach schnapps,14.75,10176
big red hooter,tequila,29.5,10177
big red hooter,amaretto,22.125,10178
big red hooter,pineapple juice,100,10179
big red hooter,grenadine,100,10180
big red,irish cream,14.75,10181
big red,goldschlager,14.75,10182
big dumb russian,ice,120,10183
big dumb russian,vodka,100,10184
big dumb russian,sprite,100,10185
big dumb russian,pineapple juice,100,10186
big dumb russian,maui,100,10187
big bull,tequila,29.5,10188
big bull,kahlua,59,10189
big brothers,whisky,80,10190
big brothers,ginger ale,120,10191
big brothers,lemon,10,10192
big brothers,ice,120,10193
big apple,vodka,59,10194
big apple,apple juice,100,10195
big apple,green creme de menthe,3.7,10196
biffy cocktail,gin,44.25,10197
biffy cocktail,swedish punsch,11.1,10198
biffy cocktail,lemon,5,10199
bible belt,southern comfort,59,10200
bible belt,triple sec,14.75,10201
bible belt,lime,20,10202
bible belt,sour mix,59,10203
between the sheets,brandy,29.5,10204
between the sheets,light rum,29.5,10205
between the sheets,triple sec,29.5,10206
between the sheets,lemon juice,29.5,10207
betsy ross,ice,100,10208
betsy ross,brandy,59,10209
betsy ross,tawny port,44.25,10210
betsy ross,triple sec,1.85,10211
berry me in the sand,vodka,29.5,10212
berry me in the sand,triple sec,14.75,10213
berry me in the sand,orange juice,29.5,10214
berry me in the sand,ice,100,10215
berry deadly,everclear,946,10216
berry deadly,wine,10,10217
berry deadly,orange juice,1892.5,10218
berry deadly,kool-aid,3785,10219
berry-berry,berries,257,10220
berry-berry,milk,257,10221
berry-berry,honey,11.1,10222
bernardo,gin,59,10223
bernardo,triple sec,14.75,10224
bernardo,lemon juice,7.4,10225
bernardo,bitters,1.8,10226
bernardo,lemon peel,15,10227
bermuda rose,apricot brandy,5.55,10228
bermuda rose,gin,36.875,10229
bermuda rose,grenadine,5.55,10230
bermuda highball,brandy,22.125,10231
bermuda highball,gin,22.125,10232
bermuda highball,dry vermouth,22.125,10233
bermuda highball,carbonated water,100,10234
bermuda highball,lemon peel,100,10235
berlin martini,vodka,59,10236
berlin martini,schnapps,2.7,10237
berlin martini,black sambuca,3.7,10238
bentley,calvados,44.25,10239
bentley,dubonnet rouge,29.5,10240
bentley,lemon peel,15,10241
bennett cocktail,gin,44.25,10242
bennett cocktail,lime,5,10243
bennett cocktail,powdered sugar,1.85,10244
bennett cocktail,orange bitters,1.8,10245
bengal,brandy,44.25,10246
bengal,maraschino liqueur,14.75,10247
bengal,triple sec,14.75,10248
bengal,pineapple juice,29.5,10249
bengal,bitters,1.8,10250
bend me over,amaretto,29.5,10251
bend me over,sweet and sour,29.5,10252
bend me over,orange juice,100,10253
bellini martini,ice,96,10254
bellini martini,vodka,88.5,10255
bellini martini,peach nectar,44.25,10256
bellini martini,peach schnapps,44.25,10257
bellini martini,lemon peel,10,10258
bellini #2,champagne,177,10259
bellini #2,peach schnapps,29.5,10260
belles of st. mary's,gin,44.25,10261
belles of st. mary's,triple sec,29.5,10262
belles of st. mary's,apricot brandy,29.5,10263
belles of st. mary's,lemon juice,7.4,10264
belle melon,midori melon liqueur,44.25,10265
belle melon,vodka,14.75,10266
belle melon,light cream,29.5,10267
belgian blue,vodka,20,10268
belgian blue,coconut liqueur,10,10269
belgian blue,blue curacao,10,10270
belgian blue,sprite,100,10271
belfast bomber,bailey's irish cream,29.5,10272
belfast bomber,cognac,29.5,10273
belfast bomber,ice,100,10274
beeraquirilla,beer,147.5,10275
beeraquirilla,tequila,14.75,10276
beeraquirilla,light rum,14.75,10277
beeraquirilla,daiquiri mix,88.5,10278
beeraquirilla,margarita mix,88.5,10279
beeraquirilla,ice,100,10280
beelzebub,cointreau,10,10281
beelzebub,vodka,10,10282
beelzebub,chili sauce,33.3,10283
beeaauu's rum and coke,rum,59,10284
beeaauu's rum and coke,dark rum,59,10285
beeaauu's rum and coke,151 proof rum,29.5,10286
beeaauu's rum and coke,coca-cola,177,10287
beeaauu's rum and coke,lime juice,14.75,10288
bee stinger,blackberry brandy,44.25,10289
bee stinger,white creme de menthe,14.75,10290
beauty spot cocktail,sweet vermouth,14.75,10291
beauty spot cocktail,dry vermouth,14.75,10292
beauty spot cocktail,gin,29.5,10293
beauty spot cocktail,orange juice,3.7,10294
beauty spot cocktail,grenadine,0.9,10295
bearded boy,southern comfort,29.5,10296
bearded boy,vodka,29.5,10297
bearded boy,grain alcohol,1.84375,10298
bearded boy,water,29.5,10299
beam me up scottie mac,151 proof rum,14.75,10300
beam me up scottie mac,creme de banane,14.75,10301
beam me up scottie mac,bailey's irish cream,29.5,10302
beal's cocktail,dry vermouth,14.75,10303
beal's cocktail,sweet vermouth,14.75,10304
beal's cocktail,scotch,44.25,10305
beadlestone cocktail,dry vermouth,44.25,10306
beadlestone cocktail,scotch,44.25,10307
beachcomber,sugar,7.4,10308
beachcomber,lime,10,10309
beachcomber,light rum,59,10310
beachcomber,maraschino liqueur,3.7,10311
beachcomber,cherry brandy,3.7,10312
beachcomber,lime juice,14.75,10313
be sweet,whiskey,20,10314
be sweet,parfait d'amour,20,10315
be sweet,ginger ale,100,10316
bazooka joe,bailey's irish cream,14.75,10317
bazooka joe,blue curacao,14.75,10318
bazooka joe,banana liqueur,14.75,10319
bay breeze,vodka,88.5,10320
bay breeze,cranberry juice,29.5,10321
bay breeze,pineapple juice,29.5,10322
bav(baw),bailey's irish cream,20,10323
bav(baw),advocaat,20,10324
bav(baw),vodka,20,10325
bav(baw),ice,120,10326
batida morango,cachaca,59,10327
batida morango,strawberries,50,10328
batida morango,sugar,1.85,10329
batida morango,ice,257,10330
batida mango,cachaca,59,10331
batida mango,mango,118,10332
batida mango,sugar,7.4,10333
batida mango,ice,257,10334
batida abacaxi,cachaca,59,10335
batida abacaxi,pineapple,118,10336
batida abacaxi,sugar,1.85,10337
batida abacaxi,ice,257,10338
bastardized screwdriver,gold rum,88.5,10339
bastardized screwdriver,orange juice,29.5,10340
bastardized screwdriver,ice,100,10341
baso,spiced rum,29.5,10342
baso,goldschlager,14.75,10343
baso,lime juice,22.125,10344
baso,grapefruit juice,100,10345
baso,club soda,3.7,10346
baso,lime,10,10347
basic bill,añejo rum,44.25,10348
basic bill,dubonnet rouge,14.75,10349
basic bill,grand marnier,14.75,10350
basic bill,bitters,1.8,10351
barton special,applejack,14.75,10352
barton special,gin,7.375,10353
barton special,scotch,7.375,10354
bartender's wet dream,grenadine,15,10355
bartender's wet dream,kahlua,15,10356
bartender's wet dream,bailey's irish cream,15,10357
bartender's wet dream,cream,100,10358
