cocktail.name,ingredient,measure,row
casablanca #2,lemon juice,10,9084
casa blanca,light rum,59,9085
casa blanca,triple sec,5.55,9086
casa blanca,lime juice,5.55,9087
casa blanca,maraschino liqueur,5.55,9088
caruso blanco,gin,44.25,9089
caruso blanco,dry vermouth,29.5,9090
caruso blanco,white creme de menthe,29.5,9091
caruso,gin,44.25,9092
caruso,dry vermouth,29.5,9093
caruso,green creme de menthe,29.5,9094
cartwheel,tuaca,29.5,9095
cartwheel,bitters,29.5,9096
cartwheel,lime,10,9097
cartwheel,powdered sugar,100,9098
carrot cake #2,bailey's irish cream,14.75,9099
carrot cake #2,butterscotch schnapps,14.75,9100
carrot cake #2,cinnamon schnapps,7.375,9101
carrot cake #1,goldschlager,3.7,9102
carrot cake #1,bailey's irish cream,59,9103
carrot cake #1,coffee liqueur,59,9104
carrol cocktail,sweet vermouth,22.125,9105
carrol cocktail,brandy,44.25,9106
carrol cocktail,cherry,10,9107
carribean pineapple,malibu rum,29.5,9108
carribean pineapple,pineapple juice,88.5,9109
carribean pineapple,cherry,10,9110
carolina,champagne,59,9111
carolina,strega,59,9112
caroli,ice,100,9113
caroli,gin,59,9114
caroli,apricot brandy,14.75,9115
caroli,orange bitters,0.9,9116
carmina burana,vodka,30,9117
carmina burana,candy,20,9118
carmel coke,butterscotch schnapps,29.5,9119
carmel coke,coca-cola,177,9120
carmel coke,ice,100,9121
caribbean screwdriver,peach schnapps,29.5,9122
caribbean screwdriver,creme de banane,29.5,9123
caribbean screwdriver,malibu rum,29.5,9124
caribbean screwdriver,orange juice,118,9125
caribbean screwdriver,pineapple juice,59,9126
caribbean screwdriver,cream,59,9127
caribbean orange liqueur,orange,30,9128
caribbean orange liqueur,vodka,771,9129
caribbean orange liqueur,sugar,342.666666666667,9130
caribbean kiss,dark rum,3.33333333333333,9131
caribbean kiss,amaretto,1.66666666666667,9132
caribbean kiss,kahlua,1.66666666666667,9133
caribbean kiss,cream,3.33333333333333,9134
caribbean kiss,cinnamon,100,9135
caribbean kiss,brown sugar,100,9136
caribbean cruise,vodka,14.75,9137
caribbean cruise,midori melon liqueur,14.75,9138
caribbean cruise,peach schnapps,14.75,9139
caribbean cruise,blue curacao,14.75,9140
caribbean cruise,pineapple juice,100,9141
caribbean cruise,7-up,100,9142
caribbean boilermaker,corona,10,9143
caribbean boilermaker,light rum,29.5,9144
cardinal,añejo rum,44.25,9145
cardinal,maraschino liqueur,14.75,9146
cardinal,triple sec,3.7,9147
cardinal,grenadine,3.7,9148
cardicas,rum,20,9149
cardicas,cointreau,10,9150
cardicas,white port,10,9151
caramel nut,creme de cacao,29.5,9152
caramel nut,caramel liqueur,29.5,9153
caramel nut,vanilla ice-cream,147.5,9154
caramel nut,whipped cream,100,9155
caramel nut,nuts,100,9156
captain pepper,spiced rum,29.5,9157
captain pepper,dr. pepper,177,9158
captain louie,spiced rum,14.75,9159
captain louie,kahlua,14.75,9160
captain louie,vanilla extract,20,9161
captain do,spiced rum,29.5,9162
captain do,mountain dew,590,9163
captain creamsicle,spiced rum,59,9164
captain creamsicle,vanilla ice-cream,100,9165
captain creamsicle,sherbet,100,9166
captain cook,gin,44.25,9167
captain cook,maraschino liqueur,14.75,9168
captain cook,orange juice,29.5,9169
captain's table,gin,59,9170
captain's table,campari,14.75,9171
captain's table,grenadine,3.7,9172
captain's table,orange juice,29.5,9173
captain's table,ginger ale,118,9174
captain's table,maraschino cherry,10,9175
captain's cream soda,spiced rum,29.5,9176
captain's cream soda,7-up,118,9177
capri,creme de cacao,22.125,9178
capri,creme de banane,22.125,9179
capri,light cream,22.125,9180
cappucino cocktail,coffee brandy,22.125,9181
cappucino cocktail,vodka,22.125,9182
cappucino cocktail,light cream,22.125,9183
cape of good will,light rum,44.25,9184
cape of good will,apricot brandy,14.75,9185
cape of good will,lime juice,14.75,9186
cape of good will,orange juice,29.5,9187
cape of good will,orange bitters,1.8,9188
cape codder,vodka,44.25,9189
cape codder,cranberry juice,88.5,9190
cape codder,lime,10,9191
cape cod crush,southern comfort,73.75,9192
cape cod crush,cranberry juice,100,9193
cape cod crush,ice,100,9194
cape breton lemonade,bacardi limon,100,9195
cape breton lemonade,lemonade,100,9196
candy,dr. pepper,354,9197
candy,151 proof rum,36.875,9198
candy,amaretto,22.125,9199
canadian pineapple,canadian whisky,44.25,9200
canadian pineapple,pineapple juice,3.7,9201
canadian pineapple,lemon juice,11.1,9202
canadian pineapple,maraschino liqueur,1.85,9203
canadian pineapple,pineapple,10,9204
canadian hunter,yukon jack,29.5,9205
canadian hunter,wild turkey,29.5,9206
canadian funky electric cider,canadian whisky,22.125,9207
canadian funky electric cider,apple cider,73.75,9208
canadian cocktail,canadian whisky,44.25,9209
canadian cocktail,triple sec,5.55,9210
canadian cocktail,bitters,0.9,9211
canadian cocktail,powdered sugar,3.7,9212
canadian cherry,canadian whisky,44.25,9213
canadian cherry,cherry brandy,14.75,9214
canadian cherry,orange juice,5.55,9215
canadian cherry,lemon juice,5.55,9216
campbell f. craig,tequila,44.25,9217
campbell f. craig,orange juice,59,9218
campbell f. craig,pineapple juice,59,9219
campbell f. craig,chambord raspberry liqueur,14.75,9220
campari beer,lager,10,9221
campari beer,campari,15,9222
camen miranda,rum,59,9223
camen miranda,coca-cola,88.5,9224
camen miranda,pineapple-orange-banana juice,118,9225
camen miranda,lime,100,9226
camen miranda,club soda,100,9227
camel hump,butterscotch schnapps,22.125,9228
camel hump,bailey's irish cream,7.375,9229
calm voyage,light rum,14.75,9230
calm voyage,strega,14.75,9231
calm voyage,passion fruit syrup,11.1,9232
calm voyage,lemon juice,7.4,9233
calm voyage,egg white,5,9234
california root beer,kahlua,22.125,9235
california root beer,galliano,22.125,9236
california root beer,soda water,100,9237
california lemonade,blended whiskey,59,9238
california lemonade,lemon,10,9239
california lemonade,lime,10,9240
california lemonade,powdered sugar,11.1,9241
california lemonade,grenadine,0.925,9242
california lemonade,carbonated water,100,9243
california dream,tequila,59,9244
california dream,sweet vermouth,29.5,9245
california dream,dry vermouth,14.75,9246
california dream,maraschino cherry,10,9247
caleigh,scotch,44.25,9248
caleigh,blue curacao,14.75,9249
caleigh,creme de cacao,14.75,9250
cajun martini,vodka,59,9251
cajun martini,vermouth,29.5,9252
caipiroska,vodka,100,9253
caipiroska,lime,100,9254
caipiroska,sugar,100,9255
caipiroska,ice,100,9256
caipirissima,lime,20,9257
caipirissima,sugar,22.2,9258
caipirissima,white rum,59,9259
caipirissima,ice,100,9260
caipirinha,sugar,7.4,9261
caipirinha,lime,10,9262
caipirinha,cachaca,73.75,9263
caffine attack,kahlua,100,9264
caffine attack,ice-cream,100,9265
cafe savoy,coffee,100,9266
cafe savoy,milk,14.75,9267
cafe savoy,triple sec,14.75,9268
cafe savoy,brandy,100,9269
cafe de paris cocktail,gin,44.25,9270
cafe de paris cocktail,anis,3.7,9271
cafe de paris cocktail,light cream,3.7,9272
cafe de paris cocktail,egg white,10,9273
cafe de paris,gin,59,9274
cafe de paris,anisette,14.75,9275
cafe de paris,egg white,10,9276
cafe de paris,heavy cream,29.5,9277
caesar,vodka,44.25,9278
caesar,clamato juice,100,9279
caesar,tabasco sauce,2.7,9280
caesar,worcestershire sauce,2.7,9281
cactus bowl,pineapple juice,265.5,9282
cactus bowl,lime juice,177,9283
cactus bowl,light rum,88.5,9284
cactus bowl,spiced rum,44.25,9285
cactus bowl,amaretto,44.25,9286
cactus bite,tequila,59,9287
cactus bite,lemon juice,59,9288
cactus bite,triple sec,7.4,9289
cactus bite,drambuie,7.4,9290
cactus bite,sugar,1.85,9291
cactus bite,bitters,0.9,9292
cactus berry,tequila,36.875,9293
cactus berry,red wine,36.875,9294
cactus berry,triple sec,29.5,9295
cactus berry,sour mix,191.75,9296
cactus berry,lemon-lime soda,3.7,9297
cactus berry,lime juice,0.9,9298
cablegram,blended whiskey,59,9299
cablegram,lemon,5,9300
cablegram,powdered sugar,3.7,9301
cablegram,ginger ale,100,9302
cabaret,gin,29.5,9303
cabaret,dry vermouth,14.75,9304
cabaret,benedictine,14.75,9305
cabaret,bitters,1.8,9306
cabaret,maraschino cherry,10,9307
c*m shot,butterscotch schnapps,29.5,9308
c*m shot,bailey's irish cream,29.5,9309
c*m shot,whipped cream,100,9310
c*m in a hot tub,vodka,59,9311
c*m in a hot tub,white rum,29.5,9312
c*m in a hot tub,bailey's irish cream,100,9313
by the pool,midori melon liqueur,29.5,9314
by the pool,peach schnapps,29.5,9315
by the pool,orange juice,29.5,9316
by the pool,7-up,29.5,9317
by the pool,ice,100,9318
buzz inducer,root beer,354,9319
buzz inducer,yukon jack,59,9320
button hook cocktail,brandy,14.75,9321
button hook cocktail,apricot brandy,14.75,9322
button hook cocktail,anis,14.75,9323
button hook cocktail,white creme de menthe,14.75,9324
buttery nipple #3,peach schnapps,19.6666666666667,9325
buttery nipple #3,bailey's irish cream,9.83333333333333,9326
buttery nipple #2,butterscotch schnapps,14.75,9327
buttery nipple #2,irish cream,14.75,9328
buttery nipple #1,butterscotch schnapps,14.75,9329
buttery nipple #1,bailey's irish cream,14.75,9330
butternut rum lifesaver,bailey's irish cream,22.125,9331
butternut rum lifesaver,butterscotch schnapps,22.125,9332
butternut rum lifesaver,malibu rum,22.125,9333
butternut rum lifesaver,pineapple juice,22.125,9334
butterfinger,butterscotch schnapps,44.25,9335
butterfinger,bailey's irish cream,44.25,9336
butterfinger,milk,59,9337
buttafuoco,tequila,59,9338
buttafuoco,galliano,14.75,9339
buttafuoco,cherry liqueur,14.75,9340
buttafuoco,lemon juice,14.75,9341
buttafuoco,club soda,100,9342
buttafuoco,maraschino cherry,100,9343
butcherblock,tequila,44.25,9344
butcherblock,kahlua,44.25,9345
butcherblock,half-and-half,100,9346
butch's pink panties,jim beam,59,9347
butch's pink panties,mountain dew,177,9348
butch's pink panties,ice,100,9349
bushwacker #4,irish whiskey,59,9350
bushwacker #4,irish cream,29.5,9351
bushwacker #4,ice,36,9352
bushwacker #3,light rum,100,9353
bushwacker #3,dark rum,100,9354
bushwacker #3,kahlua,100,9355
bushwacker #3,half-and-half,100,9356
bushwacker #3,cream of coconut,100,9357
bushwacker #3,ice,100,9358
bushwacker #1,cream of coconut,118,9359
bushwacker #1,kahlua,59,9360
bushwacker #1,black rum,29.5,9361
bushwacker #1,dark creme de cacao,29.5,9362
bushwacker #1,milk,118,9363
bushwacker #1,ice,514,9364
bushranger #2,light rum,44.25,9365
bushranger #2,dubonnet blanc,29.5,9366
bushranger #2,bitters,0.9,9367
bushranger #1,light rum,44.25,9368
bushranger #1,dubonnet rouge,14.75,9369
bushranger #1,bitters,0.9,9370
bushranger #1,lemon peel,15,9371
burnt embers,añejo rum,44.25,9372
burnt embers,apricot brandy,14.75,9373
burnt embers,pineapple juice,29.5,9374
burning nazi,jägermeister,14.75,9375
burning nazi,rumple minze,14.75,9376
burning cherry,george dickel,9.83333333333333,9377
burning cherry,jack daniels,9.83333333333333,9378
burning cherry,jim beam,9.83333333333333,9379
burning cherry,grenadine,0.9,9380
burgundy bishop,light rum,29.5,9381
burgundy bishop,lemon,2.5,9382
burgundy bishop,powdered sugar,3.7,9383
burgundy bishop,red wine,100,9384
bumbo,dark rum,59,9385
bumbo,lemon juice,29.5,9386
bumbo,grenadine,1.85,9387
bumbo,nutmeg,0.925,9388
bumble bee #2,jägermeister,29.5,9389
bumble bee #2,barenjager,29.5,9390
bumble bee #1,bailey's irish cream,9.83333333333333,9391
bumble bee #1,kahlua,9.83333333333333,9392
bumble bee #1,sambuca,9.83333333333333,9393
bullshot,vodka,88.5,9394
bullshot,beef bouillon,118,9395
bullshot,ice,30,9396
bullshot,salt,100,9397
bullshot,black pepper,100,9398
bullfrog,vodka,354,9399
bullfrog,lemonade,10,9400
bulldog highball,gin,59,9401
bulldog highball,orange,5,9402
bulldog highball,ginger ale,100,9403
bulldog cocktail,cherry brandy,44.25,9404
bulldog cocktail,gin,22.125,9405
bulldog cocktail,lime,5,9406
bull shot #3,vodka,44.25,9407
bull shot #3,beef bouillon,88.5,9408
bull shot #3,worcestershire sauce,0.9,9409
bull shot #3,salt,0.9,9410
bull shot #3,black pepper,0.9,9411
bull shot #2,beef bouillon,10,9412
bull shot #2,vodka,59,9413
bull shot #2,tabasco sauce,0.9,9414
bull shot #2,water,118,9415
bull's sweat,sloe gin,29.5,9416
bull's sweat,tabasco sauce,29.5,9417
bull's milk,light rum,29.5,9418
bull's milk,brandy,44.25,9419
bull's milk,milk,257,9420
bull's milk,powdered sugar,3.7,9421
bull's milk,nutmeg,100,9422
bull's milk,cinnamon,100,9423
bull's eye,brandy,29.5,9424
bull's eye,cider,59,9425
bull's eye,ginger ale,100,9426
buffalo sweat,bourbon,23.6,9427
buffalo sweat,tabasco sauce,5.9,9428
buddy's favorite,bourbon,44.25,9429
buddy's favorite,water,177,9430
buddy,mad dog 20/20,73.75,9431
buddy,mountain dew,354,9432
buckshot,bailey's irish cream,3.6875,9433
buckshot,tequila,22.125,9434
buckshot,jack daniels,22.125,9435
buckshot,black pepper,100,9436
buck jones,light rum,44.25,9437
buck jones,sherry,29.5,9438
buck jones,lime,5,9439
buck jones,ginger ale,100,9440
buccaneer,corona,10,9441
buccaneer,bacardi limon,29.5,9442
bubble gum,vodka,2.5,9443
bubble gum,banana liqueur,2.5,9444
bubble gum,orange juice,2.5,9445
bubble gum,peach schnapps,2.5,9446
brutal hammer,red wine,147.5,9447
brutal hammer,vodka,206.5,9448
brush fire,cinnamon schnapps,19.6666666666667,9449
brush fire,tabasco sauce,9.83333333333333,9450
bruised heart,vodka,14.75,9451
bruised heart,chambord raspberry liqueur,14.75,9452
bruised heart,peachtree schnapps,14.75,9453
bruised heart,cranberry juice,14.75,9454
bruce's puce,grenadine,100,9455
bruce's puce,kahlua,100,9456
bruce's puce,bailey's irish cream,100,9457
brown pelican,apple cider,147.5,9458
brown pelican,ginger beer,73.75,9459
brown pelican,ice,100,9460
brown cow from hell,kahlua,59,9461
brown cow from hell,milk,4730,9462
brown cow from hell,chocolate syrup,100,9463
brown cow #2,tia maria,100,9464
brown cow #2,milk,20,9465
brown cow #2,ice,100,9466
brown cow,kahlua,20,9467
brown cow,milk,100,9468
brown cocktail,light rum,22.125,9469
brown cocktail,gin,22.125,9470
brown cocktail,dry vermouth,22.125,9471
brown bomber,peanut liqueur,14.75,9472
brown bomber,creme de cacao,14.75,9473
brown bomber,light cream,59,9474
bronx terrace cocktail,dry vermouth,44.25,9475
bronx terrace cocktail,gin,44.25,9476
bronx terrace cocktail,lime,5,9477
bronx terrace cocktail,cherry,10,9478
bronx silver cocktail,dry vermouth,14.75,9479
bronx silver cocktail,gin,29.5,9480
bronx silver cocktail,orange,5,9481
bronx silver cocktail,egg white,10,9482
bronx golden cocktail,dry vermouth,14.75,9483
bronx golden cocktail,sweet vermouth,14.75,9484
bronx golden cocktail,gin,29.5,9485
bronx golden cocktail,orange,2.5,9486
bronx golden cocktail,orange,10,9487
bronx golden cocktail,egg yolk,10,9488
bronx cocktail (dry),dry vermouth,29.5,9489
bronx cocktail (dry),gin,29.5,9490
bronx cocktail (dry),orange,2.5,9491
bronx cocktail (dry),orange,10,9492
broken spur cocktail,sweet vermouth,22.125,9493
broken spur cocktail,port,44.25,9494
broken spur cocktail,triple sec,0.925,9495
broken down golf cart,amaretto,14.75,9496
broken down golf cart,midori melon liqueur,14.75,9497
broken down golf cart,lime juice,9,9498
brian's belief,añejo rum,44.25,9499
brian's belief,dark creme de cacao,14.75,9500
brian's belief,lemon juice,14.75,9501
brian's belief,sugar,7.4,9502
brian's belief,tea,118,9503
brevann (springwater),vodka,20,9504
brevann (springwater),banana liqueur,20,9505
brevann (springwater),sour mix,200,9506
brevann (springwater),7-up,50,9507
brendan's punch of happiness,white rum,7500,9508
brendan's punch of happiness,vodka,2500,9509
brendan's punch of happiness,fruit punch,3785,9510
breathalizer,peppermint schnapps,29.5,9511
breathalizer,rum,29.5,9512
brazil cocktail,sherry,44.25,9513
brazil cocktail,dry vermouth,44.25,9514
brazil cocktail,anis,0.925,9515
brazil cocktail,bitters,0.9,9516
brave bull shooter,tequila,14.75,9517
brave bull shooter,tabasco sauce,14.75,9518
brave bull,tequila,44.25,9519
brave bull,coffee liqueur,29.5,9520
brave bull,lemon peel,150,9521
brass monkey,rum,14.75,9522
brass monkey,vodka,14.75,9523
brass monkey,orange juice,118,9524
brass balls,grand marnier,9.83333333333333,9525
brass balls,peach schnapps,9.83333333333333,9526
brass balls,pineapple juice,9.83333333333333,9527
brantini,brandy,44.25,9528
brantini,dry vermouth,0.9,9529
brantini,gin,29.5,9530
brantini,lemon peel,15,9531
brandy vermouth cocktail,sweet vermouth,44.25,9532
brandy vermouth cocktail,brandy,59,9533
brandy vermouth cocktail,bitters,0.9,9534
brandy toddy,brandy,59,9535
brandy toddy,powdered sugar,1.85,9536
brandy toddy,water,3.7,9537
brandy toddy,lemon peel,15,9538
brandy swizzle,lime juice,44.25,9539
brandy swizzle,sugar,3.7,9540
brandy swizzle,brandy,59,9541
brandy swizzle,bitters,0.9,9542
brandy swizzle,ice,100,9543
brandy swizzle,club soda,88.5,9544
brandy sour,brandy,59,9545
brandy sour,lemon,5,9546
brandy sour,powdered sugar,1.85,9547
brandy sour,lemon,5,9548
brandy sour,cherry,10,9549
brandy smash,mint,40,9550
brandy smash,sugar,3.7,9551
brandy smash,club soda,29.5,9552
brandy smash,brandy,73.75,9553
brandy smash,orange,10,9554
brandy smash,maraschino cherry,10,9555
brandy sling,sugar,3.7,9556
brandy sling,water,7.4,9557
brandy sling,lemon juice,29.5,9558
brandy sling,brandy,59,9559
brandy sling,lemon peel,15,9560
brandy sangaree,brandy,59,9561
brandy sangaree,powdered sugar,1.85,9562
brandy sangaree,water,3.7,9563
brandy sangaree,carbonated water,100,9564
brandy sangaree,port,100,9565
brandy sangaree,nutmeg,100,9566
brandy milk punch,brandy,59,9567
brandy milk punch,milk,257,9568
brandy milk punch,powdered sugar,3.7,9569
brandy milk punch,nutmeg,100,9570
brandy manhattan,maraschino cherry juice,3.7,9571
brandy manhattan,maraschino cherry,10,9572
brandy manhattan,bitters,1.8,9573
brandy manhattan,sweet vermouth,14.75,9574
brandy manhattan,brandy,59,9575
brandy manhattan,water,3.7,9576
brandy highball,brandy,59,9577
brandy highball,carbonated water,100,9578
brandy highball,lemon peel,100,9579
brandy flip,brandy,59,9580
brandy flip,egg,10,9581
brandy flip,sugar,3.7,9582
brandy flip,light cream,14.75,9583
brandy flip,nutmeg,0.4625,9584
brandy fizz,brandy,73.75,9585
brandy fizz,lemon juice,29.5,9586
brandy fizz,sugar,3.7,9587
brandy fizz,club soda,118,9588
brandy fix,brandy,73.75,9589
brandy fix,lemon,5,9590
brandy fix,powdered sugar,3.7,9591
brandy fix,water,3.7,9592
brandy fix,lemon,10,9593
brandy daisy,brandy,59,9594
brandy daisy,lemon juice,29.5,9595
brandy daisy,sugar,1.85,9596
brandy daisy,grenadine,1.85,9597
brandy daisy,maraschino cherry,10,9598
brandy daisy,orange,10,9599
brandy cooler,brandy,59,9600
brandy cooler,lemon-lime soda,118,9601
brandy cooler,lemon,10,9602
brandy collins,lemon,5,9603
brandy collins,brandy,59,9604
brandy collins,powdered sugar,3.7,9605
brandy collins,orange,10,9606
brandy collins,carbonated water,100,9607
brandy collins,cherry,100,9608
brandy cocktail,brandy,59,9609
brandy cocktail,sugar syrup,0.925,9610
brandy cocktail,bitters,1.8,9611
brandy cocktail,lemon peel,15,9612
brandy cobbler,sugar,3.7,9613
brandy cobbler,club soda,88.5,9614
brandy cobbler,lemon,10,9615
brandy cobbler,brandy,59,9616
brandy cobbler,maraschino cherry,10,9617
brandy cobbler,orange,10,9618
brandy blazer,sugar,3.7,9619
brandy blazer,brandy,59,9620
brandy blazer,orange,10,9621
brandy blazer,lemon peel,15,9622
brandy and soda,brandy,59,9623
brandy and soda,club soda,147.5,9624
brandy alexandra,brandy,29.5,9625
brandy alexandra,creme de cacao,14.75,9626
brandy alexandra,vanilla ice-cream,10,9627
brandy alexandra,ice,10,9628
brandy alexander #3,brandy,44.25,9629
brandy alexander #3,creme de cacao,29.5,9630
brandy alexander #3,heavy cream,29.5,9631
brandy alexander #3,nutmeg,0.925,9632
brandy alexander #2,brandy,44.25,9633
brandy alexander #2,dark creme de cacao,29.5,9634
brandy alexander #2,half-and-half,29.5,9635
brandy alexander #2,nutmeg,0.925,9636
brandy alexander,brandy,29.5,9637
brandy alexander,creme de cacao,29.5,9638
brandy alexander,light cream,29.5,9639
brandy alexander,nutmeg,100,9640
brandon and will's coke float,vanilla ice-cream,20,9641
brandon and will's coke float,coca-cola,355,9642
brandon and will's coke float,bourbon,59,9643
brandied madeira,brandy,29.5,9644
brandied madeira,dry vermouth,14.75,9645
brandied madeira,madeira,29.5,9646
brandied madeira,lemon peel,15,9647
brandied egg sour,egg,10,9648
brandied egg sour,brandy,59,9649
brandied egg sour,triple sec,14.75,9650
brandied egg sour,lemon juice,29.5,9651
brandied egg sour,sugar,3.7,9652
brainteaser,sambuca,300,9653
brainteaser,erin cream,300,9654
brainteaser,advocaat,50,9655
brainstorm,scotch,59,9656
brainstorm,benedictine,14.75,9657
brainstorm,sweet vermouth,3.7,9658
brain tumor #2,watermelon schnapps,7.5,9659
brain tumor #2,bailey's irish cream,2.5,9660
brain tumor #2,grenadine,30,9661
brain tumor,peach schnapps,29.5,9662
brain tumor,bailey's irish cream,100,9663
brain tumor,grenadine,100,9664
brain tumor,cherry brandy,100,9665
brain hemorage,schnapps,59,9666
brain hemorage,irish cream,7.4,9667
brain hemorage,grenadine,3.7,9668
brain hemmorage,peach schnapps,29.5,9669
brain hemmorage,bailey's irish cream,3.7,9670
brain hemmorage,grenadine,1.85,9671
brain fart,everclear,10,9672
brain fart,vodka,10,9673
brain fart,mountain dew,20,9674
brain fart,surge,20,9675
brain fart,lemon juice,10,9676
brain fart,rum,473,9677
boxcar,gin,44.25,9678
boxcar,triple sec,29.5,9679
boxcar,lemon juice,3.7,9680
boxcar,grenadine,1.85,9681
boxcar,egg white,10,9682
bourbon swizzle,lime juice,44.25,9683
bourbon swizzle,sugar,3.7,9684
bourbon swizzle,bourbon,59,9685
bourbon swizzle,bitters,0.9,9686
bourbon swizzle,ice,100,9687
bourbon swizzle,club soda,88.5,9688
bourbon sour,bourbon,59,9689
bourbon sour,lemon juice,29.5,9690
bourbon sour,sugar,1.85,9691
bourbon sour,orange,10,9692
bourbon sour,maraschino cherry,10,9693
bourbon sling,sugar,3.7,9694
bourbon sling,water,7.4,9695
bourbon sling,lemon juice,29.5,9696
bourbon sling,bourbon,59,9697
bourbon sling,lemon peel,15,9698
bourbon milk punch #3,bourbon,59,9699
bourbon milk punch #3,dark creme de cacao,14.75,9700
bourbon milk punch #3,milk,147.5,9701
bourbon milk punch #3,nutmeg,0.925,9702
bourbon milk punch #2,sugar,3.7,9703
bourbon milk punch #2,bourbon,59,9704
bourbon milk punch #2,milk,147.5,9705
bourbon milk punch #2,cinnamon,0.925,9706
bourbon milk punch,bourbon,59,9707
bourbon milk punch,half-and-half,88.5,9708
bourbon milk punch,sugar,3.7,9709
bourbon milk punch,vanilla extract,0.925,9710
bourbon milk punch,nutmeg,0.925,9711
bourbon highball,bourbon,59,9712
bourbon highball,carbonated water,100,9713
bourbon highball,lemon peel,100,9714
bourbon flip,bourbon,59,9715
bourbon flip,egg,10,9716
bourbon flip,sugar,3.7,9717
bourbon flip,light cream,14.75,9718
bourbon flip,nutmeg,0.4625,9719
bourbon fix,sugar,3.7,9720
bourbon fix,lemon juice,29.5,9721
bourbon fix,water,7.4,9722
bourbon fix,bourbon,59,9723
bourbon fix,maraschino cherry,10,9724
bourbon fix,lemon,10,9725
bourbon daisy,bourbon,59,9726
bourbon daisy,lemon juice,29.5,9727
bourbon daisy,grenadine,1.85,9728
bourbon daisy,sugar,1.85,9729
bourbon daisy,orange,10,9730
bourbon daisy,maraschino cherry,10,9731
bourbon county cowboy,bourbon,59,9732
bourbon county cowboy,light cream,14.75,9733
bourbon cooler,bourbon,59,9734
bourbon cooler,lemon-lime soda,118,9735
bourbon cooler,lemon,10,9736
bourbon cobbler #2,sugar,3.7,9737
bourbon cobbler #2,club soda,88.5,9738
bourbon cobbler #2,bourbon,59,9739
bourbon cobbler #2,pineapple,100,9740
bourbon cobbler #2,strawberries,100,9741
bourbon cobbler #2,lime,100,9742
bourbon cobbler #1,sugar,5.55,9743
bourbon cobbler #1,club soda,88.5,9744
bourbon cobbler #1,maraschino cherry,10,9745
bourbon cobbler #1,orange,10,9746
bourbon cobbler #1,lemon,10,9747
bourbon cobbler #1,bourbon,73.75,9748
bourbon black hawk #2,bourbon,59,9749
bourbon black hawk #2,sloe gin,14.75,9750
bourbon black hawk #2,lemon juice,29.5,9751
bourbon black hawk #2,sugar,3.7,9752
bourbon black hawk #2,maraschino cherry,10,9753
bourbon black hawk,bourbon,59,9754
bourbon black hawk,sloe gin,29.5,9755
bourbon black hawk,maraschino cherry,10,9756
bourbon and sprite,bourbon,118,9757
bourbon and sprite,sprite,206.5,9758
bourbon and branch,bourbon,59,9759
bourbon and branch,water,118,9760
bourble,bourbon,59,9761
bourble,triple sec,14.75,9762
bourble,lemon juice,14.75,9763
boswandeling (a walk in the woods),vodka,30,9764
boswandeling (a walk in the woods),triple sec,20,9765
boswandeling (a walk in the woods),angostura bitters,4.5,9766
boston sour,blended whiskey,59,9767
boston sour,lemon,5,9768
boston sour,powdered sugar,3.7,9769
boston sour,egg white,10,9770
boston sour,lemon,10,9771
boston sour,cherry,10,9772
boston sidecar,light rum,22.125,9773
boston sidecar,brandy,22.125,9774
boston sidecar,triple sec,22.125,9775
boston sidecar,lime,5,9776
boston cocktail,gin,22.125,9777
boston cocktail,apricot brandy,22.125,9778
boston cocktail,grenadine,5.55,9779
boston cocktail,lemon,2.5,9780
bosom caresser,ice,100,9781
bosom caresser,brandy,44.25,9782
bosom caresser,madeira,29.5,9783
bosom caresser,triple sec,14.75,9784
born on the 4th of july,ice,100,9785
born on the 4th of july,blue curacao,100,9786
born on the 4th of july,sloe gin,100,9787
born on the 4th of july,cream,100,9788
border crossing,tequila,44.25,9789
border crossing,lime juice,7.4,9790
border crossing,lemon juice,3.7,9791
border crossing,coca-cola,118,9792
border crossing,lime,10,9793
bora bora,pineapple juice,100,9794
bora bora,passion fruit juice,60,9795
bora bora,lemon juice,10,9796
bora bora,grenadine,10,9797
boozy maria,peach schnapps,29.5,9798
boozy maria,7-up,473,9799
booty juice,midori melon liqueur,14.75,9800
booty juice,malibu rum,14.75,9801
booty juice,spiced rum,14.75,9802
booty juice,151 proof rum,7.375,9803
boot blaster,white rum,29.5,9804
boot blaster,gin,29.5,9805
boot blaster,vodka,29.5,9806
boot blaster,triple sec,29.5,9807
boot blaster,lemon-lime mix,413,9808
boot blaster,coca-cola,14.75,9809
boomerang,gin,59,9810
boomerang,dry vermouth,14.75,9811
boomerang,bitters,1.8,9812
boomerang,maraschino liqueur,1.85,9813
boomerang,maraschino cherry,10,9814
boom box,vodka,9.83333333333333,9815
boom box,white wine,9.83333333333333,9816
boom box,coffee,9.83333333333333,9817
booger,malibu rum,14.75,9818
booger,banana liqueur,14.75,9819
booger,melon liqueur,14.75,9820
booger,bailey's irish cream,10,9821
boo punch,kool-aid,100,9822
boo punch,vodka,100,9823
boo punch,jägermeister,100,9824
bongs anfield slammer,vodka,10,9825
bongs anfield slammer,bailey's irish cream,10,9826
bongs anfield slammer,coffee,10,9827
bongs anfield slammer,milk,10,9828
bonbon,rumple minze,14.75,9829
bonbon,peppermint schnapps,14.75,9830
bombay cocktail,dry vermouth,14.75,9831
bombay cocktail,sweet vermouth,14.75,9832
bombay cocktail,brandy,29.5,9833
